REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1945,CA,"Beans, all dry (white and coloured)",93,880,29850,84000,34000,2788
1945,CA,Buckwheat,39,1080,93800,214900,87000,3680
1945,CA,Canola (rapeseed),0,760,3800,12500,5000,0
1945,CA,Corn for grain,41,2755,269800,243000,98000,11054
1945,CA,Corn for silage,0.45,16890,2781000,406700,164700,12523
1945,CA,Flaxseed,98,445,158200,873200,354200,15575
1945,CA,Mixed grains,31,1685,824500,1208000,488800,25890
1945,CA,Oats,35,1015,5417100,13209800,5346000,187167
1945,CA,"Peas, dry",101,1040,36250,86000,34850,3655
1945,CA,"Rye, all",58,745,148900,491900,200200,8689
1945,CA,"Rye, fall remaining",56,805,105000,,,5870
1945,CA,"Rye, spring",64,630,43900,171500,69800,2819
1945,CA,Soybeans,70,1230,22900,46200,18600,1604
1945,CA,Sugar beets,1.17,23300,561300,59283,24100,6567
1945,CA,Sunflower seed,0,380,1400,9200,3700,0
1945,CA,Tame hay,1.34,4020,17493000,10751500,4351000,235194
1945,CA,"Wheat, all",59,915,8609550,23198200,9387700,508426
1945,MA,Barley,31,1320,1069000,2003000,811000,33388
1945,MA,Buckwheat,51,715,1500,5300,2100,77
1945,MA,Canola (rapeseed),0,440,700,4000,1600,0
1945,MA,Corn for grain,39,950,3800,10000,4000,150
1945,MA,Corn for silage,0.7,4430,39000,21700,8800,272
1945,MA,Flaxseed,99,680,54900,200000,81000,5422
1945,MA,Mixed grains,29,1260,8300,16300,6600,237
1945,MA,Oats,33,1225,791000,1598000,647000,26163
1945,MA,"Peas, dry",92,1400,8550,15000,6100,784
1945,MA,"Rye, all",65,870,9400,26000,10800,614
1945,MA,"Rye, fall remaining",65,875,7000,,,458
1945,MA,"Rye, spring",65,855,2400,7000,2800,156
1945,MA,Sugar beets,0.94,18600,74500,9827,4000,702
1945,MA,Sunflower seed,0,355,1200,8500,3400,0
1945,MA,Tame hay,0.89,4450,578000,333000,130000,5153
1945,MA,"Wheat, all",61,1295,1056000,2020000,817000,64796
1945,MP,Barley,43,1435,15950,27400,11100,692
1945,MP,Mixed grains,31,1845,37350,50000,20250,1162
1945,MP,Oats,43,1250,188700,372800,150900,8118
1945,MP,Tame hay,1.53,3810,1912000,1242000,502000,29233
1945,MP,"Wheat, all",43,1205,2650,5400,2200,113
1945,NB,Barley,46,1500,7500,12300,5000,344
1945,NB,Buckwheat,50,1180,5300,11100,4500,264
1945,NB,Corn for silage,0,0,0,0,0,0
1945,NB,Mixed grains,34,1600,2000,3100,1250,68
1945,NB,Oats,44,1220,95250,193000,78100,4200
1945,NB,Tame hay,1.61,3590,840000,579000,234000,13501
1945,NB,"Wheat, all",47,1110,1000,2200,900,47
1945,NS,Barley,44,1190,3450,7200,2900,153
1945,NS,Corn for silage,0,0,0,0,0,0
1945,NS,Mixed grains,40,1305,2350,4400,1800,93
1945,NS,Oats,47,1065,28400,65800,26650,1345
1945,NS,"Rye, all",0,0,0,0,0,0
1945,NS,Tame hay,1.61,4040,707000,433000,175000,11358
1945,NS,"Wheat, all",42,1110,500,1100,450,21
1945,ON,Barley,34,1655,191100,285000,115300,6408
1945,ON,"Beans, all dry (white and coloured)",92,875,28800,81500,33000,2650
1945,ON,Buckwheat,36,1070,60650,140000,56700,2201
1945,ON,Corn for grain,41,2830,266000,233000,94000,10904
1945,ON,Corn for silage,0.39,17240,2103000,301000,122000,8113
1945,ON,Flaxseed,90,620,5850,23200,9400,529
1945,ON,Mixed grains,30,1790,653600,902000,365000,19853
1945,ON,Oats,38,1350,776900,1423000,575900,29217
1945,ON,"Peas, dry",110,1025,9000,21800,8800,993
1945,ON,"Rye, all",39,1165,31100,66100,26700,1211
1945,ON,Soybeans,70,1230,22900,46000,18600,1600
1945,ON,Sugar beets,1.29,20700,148900,17687,7200,1914
1945,ON,Tame hay,1.24,4760,6722000,3490000,1412000,83395
1945,ON,"Wheat, all",41,1975,513800,644000,260400,21287
1945,ON,"Wheat, spring",40,1330,17800,33000,13400,712
1945,ON,"Wheat, winter remaining",41,2010,496000,,,20575
1945,PP,Barley,30,1130,2974000,6516000,2637000,89909
1945,PP,Canola (rapeseed),0,760,3800,12500,5000,0
1945,PP,Corn for silage,0.67,5220,59000,28000,11300,396
1945,PP,Flaxseed,99,440,151700,848000,344000,14973
1945,PP,Mixed grains,31,1135,29400,64200,25900,903
1945,PP,Oats,32,970,3845000,9785000,3960000,124453
1945,PP,"Peas, dry",96,1040,20400,48300,19600,1949
1945,PP,"Rye, all",64,675,115900,421500,171800,7398
1945,PP,Sugar beets,1.12,24700,403500,40171,16300,4535
1945,PP,Tame hay,1.17,3430,2296000,1654000,670000,26874
1945,PP,"Wheat, all",60,885,8018000,22430000,9077000,482554
1945,PEI,Barley,39,1565,5000,7900,3200,195
1945,PEI,Corn for silage,0,0,0,0,0,0
1945,PEI,Mixed grains,30,1920,33000,42500,17200,1001
1945,PEI,Oats,40,1410,65050,114000,46150,2573
1945,PEI,Tame hay,1.2,3920,365000,230000,93000,4374
1945,PEI,"Wheat, all",39,1355,1150,2100,850,45
1945,QU,Barley,40,1155,45300,96800,39200,1810
1945,QU,"Beans, all dry (white and coloured)",131,1050,1050,2500,1000,138
1945,QU,Buckwheat,43,1110,26350,58500,23700,1138
1945,QU,Corn for grain,0,0,0,0,0,0
1945,QU,Corn for silage,0.64,19460,576000,73200,29600,3708
1945,QU,Flaxseed,0,0,0,0,0,0
1945,QU,Mixed grains,38,1335,102800,190000,76900,3927
1945,QU,Oats,43,875,543200,1538000,622400,23245
1945,QU,"Peas, dry",124,875,3200,9000,3650,396
1945,QU,"Rye, all",39,1000,1300,3200,1300,51
1945,QU,Sugar beets,1.33,14800,8900,1425,600,118
1945,QU,Tame hay,1.39,3610,5925000,4056500,1642000,82225
1945,QU,"Wheat, all",42,1135,5900,12800,5200,249
1945,SK,Barley,30,1095,1134000,2555000,1034000,33865
1945,SK,Canola (rapeseed),0,910,3100,8500,3400,0
1945,SK,Corn for silage,0.64,714,15000,5200,2100,96
1945,SK,Flaxseed,99,365,81300,550000,223000,8032
1945,SK,Mixed grains,34,1025,4100,10000,4000,141
1945,SK,Oats,32,955,1959000,5073000,2053000,63500
1945,SK,"Peas, dry",104,1470,5150,8600,3500,535
1945,SK,"Rye, all",64,635,66700,259000,105000,4270
1945,SK,"Rye, fall remaining",64,565,34000,,,2171
1945,SK,"Rye, spring",64,725,32700,111000,45000,2099
1945,SK,Sunflower seed,0,665,200,700,300,0
1945,SK,Tame hay,1.13,3360,638000,460000,190000,7194
1945,SK,"Wheat, all",60,830,4575000,13610000,5508000,275684
1946,AB,Barley,34,1445,1045000,1783000,722000,36000
1946,AB,Corn for silage,0.6,10000,3000,700,300,18
1946,AB,Flaxseed,117,540,17300,80000,32000,2026
1946,AB,Mixed grains,31,1455,15000,25400,10300,464
1946,AB,Oats,35,1340,1496000,2755000,1115000,52380
1946,AB,"Peas, dry",110,1110,8550,19000,7700,942
1946,AB,"Rye, all",93,855,74300,215000,87000,6885
1946,AB,"Rye, fall remaining",93,935,59000,,,5476
1946,AB,"Rye, spring",92,640,15300,59000,24000,1409
1946,AB,Sugar beets,1.34,29300,351300,29564,12000,4713
1946,AB,Sunflower seed,0,0,0,0,0,0
1946,AB,Tame hay,1.29,3910,1367000,873000,350000,17603
1946,AB,"Wheat, all",58,1225,3456000,6983000,2826000,201930
1946,BC,Barley,39,2045,14100,17000,6900,552
1946,BC,Corn for silage,0.72,22780,41000,4400,1800,297
1946,BC,Flaxseed,118,865,650,1900,750,77
1946,BC,Mixed grains,34,2250,1800,2000,800,61
1946,BC,Oats,36,2090,79400,93800,38000,2832
1946,BC,"Peas, dry",93,1710,5650,8200,3300,524
1946,BC,"Rye, all",74,1335,800,1400,600,59
1946,BC,Tame hay,2.13,5410,644000,294000,119000,13707
1946,BC,"Wheat, all",59,1920,83800,108000,43700,4956
1946,CA,Barley,35,1275,3197300,6185700,2503950,112963
1946,CA,"Beans, all dry (white and coloured)",110,1160,37150,79000,32000,4082
1946,CA,Buckwheat,45,1215,86150,175500,71000,3853
1946,CA,Canola (rapeseed),0,620,5900,23500,9500,0
1946,CA,Corn for grain,42,2670,279800,259700,104700,11635
1946,CA,Corn for silage,0.46,19220,3015000,388400,156900,13777
1946,CA,Flaxseed,118,480,172100,885900,357450,20283
1946,CA,Mixed grains,32,2065,972000,1163900,470950,31475
1946,CA,Oats,37,1165,5564900,11781500,4768100,207429
1946,CA,"Peas, dry",106,1280,55650,107300,43400,5881
1946,CA,"Rye, all",88,765,220500,710700,287900,19541
1946,CA,"Rye, fall remaining",88,805,159300,,,14029
1946,CA,"Rye, spring",90,685,61200,219900,89400,5512
1946,CA,Soybeans,81,1215,29200,59200,24000,2369
1946,CA,Sugar beets,1.38,24700,667500,66619,27000,9196
1946,CA,Sunflower seed,0,635,5900,23000,9300,0
1946,CA,Tame hay,1.42,3390,14406000,10499500,4251000,204653
1946,CA,"Wheat, all",59,1135,11200950,24375700,9863600,660108
1946,MA,Barley,36,1360,930000,1687000,683000,33306
1946,MA,Buckwheat,58,835,1500,4500,1800,87
1946,MA,Canola (rapeseed),0,500,500,2500,1000,0
1946,MA,Corn for grain,37,1445,6800,11700,4700,253
1946,MA,Corn for silage,0.86,5820,39000,16600,6700,335
1946,MA,Flaxseed,118,615,75900,305000,123000,8967
1946,MA,Mixed grains,29,1510,8600,14100,5700,250
1946,MA,Oats,36,1320,740000,1384000,560000,26880
1946,MA,"Peas, dry",105,1345,16550,30400,12300,1733
1946,MA,"Rye, all",94,975,8200,20800,8400,770
1946,MA,"Rye, fall remaining",96,1000,6000,,,574
1946,MA,"Rye, spring",89,915,2200,5900,2400,196
1946,MA,Sugar beets,1.22,18900,88800,11599,4700,1080
1946,MA,Sunflower seed,0,635,5900,23000,9300,0
1946,MA,Tame hay,1.12,2440,317000,311000,130000,3553
1946,MA,"Wheat, all",61,1550,1579000,2522000,1020000,96860
1946,MP,Barley,44,1555,13300,21200,8550,585
1946,MP,Mixed grains,35,1860,34700,46200,18650,1204
1946,MP,Oats,44,1350,191300,350700,141900,8442
1946,MP,Tame hay,1.85,2580,1246000,1194000,483000,23033
1946,MP,"Wheat, all",45,1290,2450,4700,1900,111
1946,NB,Barley,44,1565,6250,9900,4000,273
1946,NB,Buckwheat,52,1500,6450,10600,4300,336
1946,NB,Corn for silage,0,0,0,0,0,0
1946,NB,Mixed grains,33,1850,1850,2500,1000,61
1946,NB,Oats,43,1295,92300,176000,71200,3949
1946,NB,Tame hay,1.78,2470,555000,556000,225000,9884
1946,NB,"Wheat, all",51,1250,750,1500,600,38
1946,NS,Barley,46,1570,3850,6100,2450,179
1946,NS,Corn for silage,0,0,0,0,0,0
1946,NS,Mixed grains,41,1740,2350,3300,1350,97
1946,NS,Oats,49,1450,37350,63700,25800,1816
1946,NS,"Rye, all",0,0,0,0,0,0
1946,NS,Tame hay,1.9,3140,530000,417000,169000,10051
1946,NS,"Wheat, all",42,1200,600,1200,500,25
1946,ON,Barley,35,1975,216500,271000,109700,7658
1946,ON,"Beans, all dry (white and coloured)",109,1165,36200,76800,31100,3947
1946,ON,Buckwheat,43,1250,53550,106000,42900,2287
1946,ON,Corn for grain,42,2730,273000,248000,100000,11382
1946,ON,Corn for silage,0.4,20170,2400000,295000,119000,9526
1946,ON,Flaxseed,119,590,4550,19000,7700,542
1946,ON,Mixed grains,31,2255,812000,890000,360200,25461
1946,ON,Oats,39,1675,1017600,1503000,608200,39589
1946,ON,"Peas, dry",104,1410,17350,30400,12300,1812
1946,ON,"Rye, all",78,1330,34300,63700,25800,2686
1946,ON,Soybeans,81,1215,29200,59200,24000,2369
1946,ON,Sugar beets,1.51,22400,210900,23293,9400,3184
1946,ON,Tame hay,1.3,4070,5439000,3305000,1337000,70641
1946,ON,"Wheat, all",46,1970,414200,520400,210300,19040
1946,ON,"Wheat, spring",46,1485,21200,35400,14300,974
1946,ON,"Wheat, winter remaining",46,2005,393000,,,18066
1946,PP,Barley,35,1240,2911000,5788000,2343000,102416
1946,PP,Canola (rapeseed),0,620,5900,23500,9500,0
1946,PP,Corn for silage,0.85,6040,55000,22400,9100,465
1946,PP,Flaxseed,118,480,166900,865000,349000,19664
1946,PP,Mixed grains,30,1395,26900,47700,19300,819
1946,PP,Oats,36,1100,3778000,8470000,3428000,134260
1946,PP,"Peas, dry",106,1210,29900,61100,24700,3177
1946,PP,"Rye, all",91,705,184200,642800,260400,16747
1946,PP,Sugar beets,1.32,26300,440100,41163,16700,5793
1946,PP,Tame hay,1.26,3420,2293000,1650000,670000,28828
1946,PP,"Wheat, all",59,1115,10695000,23731000,9603000,635750
1946,PEI,Barley,42,1525,3200,5200,2100,133
1946,PEI,Corn for silage,0,0,0,0,0,0
1946,PEI,Mixed grains,34,1870,30500,40400,16300,1046
1946,PEI,Oats,43,1375,61650,111000,44900,2677
1946,PEI,Tame hay,1.92,1810,161000,221000,89000,3098
1946,PEI,"Wheat, all",44,1375,1100,2000,800,48
1946,QU,Barley,41,1185,42400,88500,35800,1752
1946,QU,"Beans, all dry (white and coloured)",142,1055,950,2200,900,135
1946,QU,Buckwheat,46,1120,24650,54400,22000,1143
1946,QU,Corn for grain,0,0,0,0,0,0
1946,QU,Corn for silage,0.67,19220,519000,66600,27000,3489
1946,QU,Flaxseed,0,0,0,0,0,0
1946,QU,Mixed grains,41,1340,96600,178000,72000,3930
1946,QU,Oats,45,905,498600,1364000,552000,22306
1946,QU,"Peas, dry",134,885,2750,7600,3100,368
1946,QU,"Rye, all",41,1090,1200,2800,1100,49
1946,QU,Sugar beets,1.33,18300,16500,2163,900,219
1946,QU,Tame hay,1.43,2910,4784000,4056500,1642000,68444
1946,QU,"Wheat, all",46,1170,5500,11600,4700,251
1946,SK,Barley,35,1000,936000,2318000,938000,33110
1946,SK,Canola (rapeseed),0,635,5400,21000,8500,0
1946,SK,Corn for silage,0.86,619,13000,5100,2100,112
1946,SK,Flaxseed,118,380,73700,480000,194000,8671
1946,SK,Mixed grains,32,1000,3300,8200,3300,105
1946,SK,Oats,36,880,1542000,4331000,1753000,55000
1946,SK,"Peas, dry",105,1020,4800,11700,4700,502
1946,SK,"Rye, all",89,615,101700,407000,165000,9092
1946,SK,"Rye, fall remaining",89,570,58000,,,5185
1946,SK,"Rye, spring",89,695,43700,155000,63000,3907
1946,SK,Sunflower seed,0,0,0,0,0,0
1946,SK,Tame hay,1.26,3210,609000,466000,190000,7672
1946,SK,"Wheat, all",60,985,5660000,14226000,5757000,336960
1947,AB,Barley,50,1190,1132000,2354000,953000,56160
1947,AB,Corn for silage,0.6,10000,4000,900,400,24
1947,AB,Flaxseed,205,525,58400,274000,111000,11960
1947,AB,Mixed grains,36,1105,7300,16300,6600,266
1947,AB,Oats,49,1130,1157000,2534000,1025000,57000
1947,AB,"Peas, dry",98,805,6050,18500,7500,591
1947,AB,"Rye, all",138,815,108300,328000,133000,14960
1947,AB,"Rye, fall remaining",138,925,74000,,,10208
1947,AB,"Rye, spring",139,645,34300,131000,53000,4752
1947,AB,Sugar beets,1.65,28100,332200,29257,11800,5485
1947,AB,Sunflower seed,0,0,0,0,0,0
1947,AB,Tame hay,1.56,3480,1357000,969000,390000,21139
1947,AB,"Wheat, all",59,1065,2857000,6634000,2684000,169050
1947,BC,Barley,51,1830,16300,22000,8900,830
1947,BC,Corn for silage,0.82,22670,34000,3600,1500,278
1947,BC,Flaxseed,209,490,1100,5500,2250,230
1947,BC,Mixed grains,39,2110,1900,2200,900,74
1947,BC,Oats,53,1770,70000,97600,39500,3676
1947,BC,"Peas, dry",101,1515,4700,7700,3100,475
1947,BC,"Rye, all",130,1200,600,1300,500,78
1947,BC,Tame hay,2.36,5130,621000,299000,121000,14625
1947,BC,"Wheat, all",63,1530,63900,103000,41700,4015
1947,CA,Barley,51,1020,3045500,7391400,2991300,154010
1947,CA,"Beans, all dry (white and coloured)",200,1005,35000,85900,34750,7017
1947,CA,Buckwheat,53,965,91000,232800,94100,4857
1947,CA,Canola (rapeseed),0,420,9900,58300,23600,0
1947,CA,Corn for grain,74,2395,175400,181500,73200,12893
1947,CA,Corn for silage,0.55,18330,2808000,378700,153200,15379
1947,CA,Flaxseed,206,485,351050,1791000,725150,72417
1947,CA,Mixed grains,46,1555,616900,981300,397250,28225
1947,CA,Oats,53,960,4167450,10733400,4342800,219500
1947,CA,"Peas, dry",102,955,42450,110200,44550,4319
1947,CA,"Rye, all",130,710,346300,1201500,486500,45072
1947,CA,"Rye, fall remaining",129,760,268600,,,34619
1947,CA,"Rye, spring",135,580,77700,331000,134200,10453
1947,CA,Soybeans,112,1225,30200,61000,24700,3397
1947,CA,Sugar beets,1.58,23300,549500,58405,23600,8685
1947,CA,Sunflower seed,0,785,7300,23000,9300,0
1947,CA,Tame hay,1.7,3660,15790000,10670800,4310000,268898
1947,CA,"Wheat, all",59,945,9211550,24122200,9761950,547751
1947,MA,Barley,51,960,740000,1901000,769000,37740
1947,MA,Buckwheat,76,835,750,2300,900,57
1947,MA,Canola (rapeseed),0,0,0,0,0,0
1947,MA,Corn for grain,55,1525,6400,10500,4200,353
1947,MA,Corn for silage,0.77,11400,57000,12400,5000,441
1947,MA,Flaxseed,206,590,143300,600000,243000,29554
1947,MA,Mixed grains,39,1165,6300,13400,5400,246
1947,MA,Oats,51,1075,566000,1301000,526000,28626
1947,MA,"Peas, dry",88,945,11900,31200,12600,1049
1947,MA,"Rye, all",144,915,14800,40000,16200,2124
1947,MA,"Rye, fall remaining",145,925,12000,,,1735
1947,MA,"Rye, spring",139,875,2800,8000,3200,389
1947,MA,Sugar beets,1.38,16300,58800,8910,3600,813
1947,MA,Sunflower seed,0,785,7300,23000,9300,0
1947,MA,Tame hay,1.26,4520,587000,330000,130000,7401
1947,MA,"Wheat, all",61,1130,1143000,2497000,1011000,69720
1947,MP,Barley,51,1485,12900,21400,8700,654
1947,MP,Mixed grains,42,1870,43500,57400,23250,1836
1947,MP,Oats,58,1255,180250,354800,143600,10463
1947,MP,Tame hay,2.09,3120,1470000,1164000,471000,30782
1947,MP,"Wheat, all",55,1370,2950,5300,2150,162
1947,NB,Barley,52,1500,6450,10600,4300,333
1947,NB,Buckwheat,59,1340,5900,10900,4400,348
1947,NB,Corn for silage,0,0,0,0,0,0
1947,NB,Mixed grains,41,1715,1800,2600,1050,74
1947,NB,Oats,57,1220,87850,178000,72050,5012
1947,NB,Tame hay,2.04,3140,679000,534000,216000,13875
1947,NB,"Wheat, all",57,1400,1050,1900,750,60
1947,NS,Barley,52,1340,2950,5400,2200,153
1947,NS,Corn for silage,0,0,0,0,0,0
1947,NS,Mixed grains,54,1375,2200,3900,1600,118
1947,NS,Oats,59,1220,32500,65800,26650,1916
1947,NS,"Rye, all",0,0,0,0,0,0
1947,NS,Tame hay,2.09,3800,630000,409000,166000,13156
1947,NS,"Wheat, all",50,1200,600,1200,500,30
1947,ON,Barley,52,1445,123000,210000,85000,6383
1947,ON,"Beans, all dry (white and coloured)",201,1010,34300,84100,34000,6903
1947,ON,Buckwheat,51,990,62100,155000,62700,3166
1947,ON,Corn for grain,74,2450,169000,171000,69000,12540
1947,ON,Corn for silage,0.48,19180,2263000,292000,118000,10924
1947,ON,Flaxseed,213,755,18750,61500,24900,4000
1947,ON,Mixed grains,46,1700,477400,694000,280900,21985
1947,ON,Oats,58,1225,577000,1162000,470200,33674
1947,ON,"Peas, dry",110,995,14900,37000,14950,1644
1947,ON,"Rye, all",101,1215,35900,73200,29600,3617
1947,ON,Soybeans,112,1225,30200,61000,24700,3397
1947,ON,Sugar beets,1.51,19900,149000,18603,7500,2251
1947,ON,Tame hay,1.57,4230,5974000,3490000,1412000,94068
1947,ON,"Wheat, all",52,1650,432300,646000,261700,22561
1947,ON,"Wheat, spring",52,1220,14300,29000,11700,746
1947,ON,"Wheat, winter remaining",52,1670,418000,,,21815
1947,PP,Barley,50,1000,2852000,7035000,2847000,143850
1947,PP,Canola (rapeseed),0,420,9900,58300,23600,0
1947,PP,Corn for silage,0.82,9870,76000,18900,7700,625
1947,PP,Flaxseed,206,475,331200,1724000,698000,68187
1947,PP,Mixed grains,37,1030,17400,41700,16900,648
1947,PP,Oats,50,935,2957000,7818000,3163000,148826
1947,PP,"Peas, dry",91,870,20750,59100,23900,1895
1947,PP,"Rye, all",134,680,308700,1124000,455200,41320
1947,PP,Sugar beets,1.61,25400,391000,38167,15400,6298
1947,PP,Tame hay,1.51,3520,2501000,1774000,710000,37698
1947,PP,"Wheat, all",60,920,8708000,23357000,9452000,520760
1947,PEI,Barley,48,1590,3500,5400,2200,168
1947,PEI,Corn for silage,0,0,0,0,0,0
1947,PEI,Mixed grains,42,1915,39500,50900,20600,1644
1947,PEI,Oats,59,1335,59900,111000,44900,3535
1947,PEI,Tame hay,2.33,1810,161000,221000,89000,3751
1947,PEI,"Wheat, all",55,1445,1300,2200,900,72
1947,QU,Barley,56,990,41300,103000,41700,2293
1947,QU,"Beans, all dry (white and coloured)",163,935,700,1800,750,114
1947,QU,Buckwheat,58,850,22250,64600,26100,1286
1947,QU,Corn for grain,0,0,0,0,0,0
1947,QU,Corn for silage,0.82,16730,435000,64200,26000,3552
1947,QU,Flaxseed,0,0,0,0,0,0
1947,QU,Mixed grains,48,1020,76700,186000,75300,3682
1947,QU,Oats,60,730,383200,1301000,526500,22861
1947,QU,"Peas, dry",145,810,2100,6400,2600,305
1947,QU,"Rye, all",52,915,1100,3000,1200,57
1947,QU,Sugar beets,1.43,13600,9500,1635,700,136
1947,QU,Tame hay,1.76,3270,5224000,3943800,1596000,91725
1947,QU,"Wheat, all",58,1000,4400,10900,4400,253
1947,SK,Barley,51,870,980000,2780000,1125000,49950
1947,SK,Canola (rapeseed),0,420,9900,58300,23600,0
1947,SK,Corn for silage,1.07,652,15000,5600,2300,160
1947,SK,Flaxseed,206,375,129500,850000,344000,26673
1947,SK,Mixed grains,36,775,3800,12000,4900,136
1947,SK,Oats,51,765,1234000,3983000,1612000,63200
1947,SK,"Peas, dry",91,735,2800,9400,3800,255
1947,SK,"Rye, all",131,605,185600,756000,306000,24236
1947,SK,"Rye, fall remaining",131,635,145000,,,18924
1947,SK,"Rye, spring",131,520,40600,192000,78000,5312
1947,SK,Sunflower seed,0,0,0,0,0,0
1947,SK,Tame hay,1.64,2930,557000,475000,190000,9158
1947,SK,"Wheat, all",60,820,4708000,14226000,5757000,281990
1948,AB,Barley,43,1330,1197000,2226000,901000,51150
1948,AB,Corn for silage,0.67,15000,3000,600,200,20
1948,AB,Flaxseed,149,765,77500,250000,101000,11529
1948,AB,Mixed grains,37,1290,21700,41600,16800,796
1948,AB,Oats,40,1200,1188000,2452000,992000,46970
1948,AB,"Peas, dry",93,960,5650,14500,5900,528
1948,AB,"Rye, all",50,1005,259100,637000,258000,12954
1948,AB,"Rye, fall remaining",50,1160,188000,,,9398
1948,AB,"Rye, spring",50,740,71100,237000,96000,3556
1948,AB,Sugar beets,1.65,24900,293900,29198,11800,4854
1948,AB,Sunflower seed,0,0,0,0,0,0
1948,AB,Tame hay,1.65,3600,1403000,969000,390000,23138
1948,AB,"Wheat, all",59,1235,3130000,6259000,2533000,185150
1948,BC,Barley,47,1675,15600,23000,9300,729
1948,BC,Corn for silage,0.99,23080,30000,3100,1300,297
1948,BC,Flaxseed,147,700,1650,5800,2350,243
1948,BC,Mixed grains,47,2000,1800,2200,900,84
1948,BC,Oats,45,1735,62000,88200,35700,2815
1948,BC,"Peas, dry",135,1100,1100,2500,1000,148
1948,BC,"Rye, all",53,1125,900,2000,800,48
1948,BC,Tame hay,2.72,5090,616000,300000,121000,16734
1948,BC,"Wheat, all",62,1425,53700,93100,37700,3336
1948,CA,Barley,44,1280,3314850,6400500,2589900,146735
1948,CA,"Beans, all dry (white and coloured)",151,1205,39050,80200,32450,5906
1948,CA,Buckwheat,56,1155,67950,145500,58900,3823
1948,CA,Canola (rapeseed),0,895,29000,80000,32400,0
1948,CA,Corn for grain,52,3100,322500,257900,104000,16739
1948,CA,Corn for silage,0.62,21080,3569000,418700,169300,22147
1948,CA,Flaxseed,150,590,468700,1958300,792700,70233
1948,CA,Mixed grains,47,2040,1095750,1326700,536950,51825
1948,CA,Oats,46,1215,5326350,10854500,4392000,243256
1948,CA,"Peas, dry",102,1200,31800,65500,26550,3235
1948,CA,"Rye, all",52,735,698600,2352200,952400,36052
1948,CA,"Rye, fall remaining",52,755,537100,,,27872
1948,CA,"Rye, spring",51,670,161500,594600,240700,8180
1948,CA,Soybeans,85,1305,49600,94000,38000,4195
1948,CA,Sugar beets,1.61,23400,570800,60065,24400,9202
1948,CA,Sunflower seed,0,895,10500,29000,11700,0
1948,CA,Tame hay,1.76,3790,15965000,10405200,4212000,280784
1948,CA,"Wheat, all",61,1080,10380750,23705300,9592900,630774
1948,MA,Barley,45,1575,980000,1540000,623000,44100
